,Winner,Loser,Red,Blue,Knockdowns (R),Knockdowns (B),Significant Strikes (R),Significant Strikes (B),Significant Strikes Percentage (R),Significant Strikes Percentage (B),Total Strikes (R),Total Strikes (B),Takedowns (R),Takedowns (B),Takedowns Percentage (R),Takedowns Percentage (B),Submission Attempts (R),Submission Attempts (B),Reversals (R),Reversals (B),Control Time (seconds) (R),Control Time (seconds) (B)
736,1,0,Nazim Sadykhov,Terrance McKinney,0.0,0.0,8.0,6.0,0.53,0.42,20.0,21.0,0.0,2.0,0.0,0.4,1.0,0.0,1.0,0.0,55.0,256.0
737,0,1,Tucker Lutz,Melsik Baghdasaryan,0.0,0.0,36.0,64.0,0.33,0.59,41.0,74.0,3.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,379.0,42.0
738,1,0,Viktoriia Dudakova,Istela Nunes,0.0,0.0,3.0,2.0,0.27,0.33,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
739,0,1,Austin Lingo,Melquizael Costa,0.0,0.0,39.0,100.0,0.28,0.45,39.0,108.0,0.0,3.0,0.0,0.37,0.0,1.0,0.0,0.0,0.0,164.0
740,1,0,Evan Elder,Genaro Valdez,1.0,1.0,96.0,64.0,0.49,0.27,96.0,65.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0
741,0,1,Tyson Nam,Azat Maksum,0.0,0.0,81.0,46.0,0.38,0.24,98.0,46.0,0.0,2.0,0.0,0.18,0.0,0.0,0.0,0.0,30.0,22.0
742,1,0,Alexander Munoz,Carl Deaton,1.0,0.0,44.0,37.0,0.39,0.34,53.0,39.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,234.0,0.0
743,0,1,Ashlee Evans-Smith,Ailin Perez,0.0,0.0,12.0,60.0,0.25,0.57,13.0,127.0,0.0,10.0,0.0,0.66,0.0,0.0,0.0,0.0,8.0,696.0
744,1,0,Alexander Volkanovski,Yair Rodriguez,0.0,0.0,66.0,40.0,0.68,0.5,149.0,57.0,7.0,0.0,0.58,0.0,0.0,0.0,0.0,0.0,433.0,0.0
745,0,1,Brandon Moreno,Alexandre Pantoja,0.0,1.0,147.0,129.0,0.6,0.47,167.0,161.0,2.0,6.0,0.5,0.54,0.0,0.0,3.0,0.0,241.0,506.0
746,0,1,Robert Whittaker,Dricus Du Plessis,0.0,1.0,31.0,62.0,0.44,0.59,32.0,74.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,57.0
747,0,1,Jalin Turner,Dan Hooker,0.0,1.0,100.0,125.0,0.56,0.63,113.0,172.0,1.0,0.0,0.33,0.0,0.0,1.0,0.0,0.0,18.0,189.0
748,1,0,Bo Nickal,Val Woodburn,1.0,0.0,7.0,2.0,0.7,0.22,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
749,1,0,Robbie Lawler,Niko Price,1.0,0.0,8.0,2.0,0.8,0.28,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,1,0,Tatsuro Taira,Edgar Chairez,0.0,1.0,61.0,25.0,0.78,0.65,121.0,26.0,2.0,0.0,0.66,0.0,1.0,2.0,1.0,1.0,593.0,25.0
751,0,1,Yazmin Jauregui,Denise Gomes,0.0,1.0,0.0,17.0,0.0,0.85,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
752,0,1,Jimmy Crute,Alonzo Menifield,0.0,0.0,26.0,21.0,0.49,0.58,32.0,25.0,1.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,72.0,105.0
753,1,0,Vitor Petrino,Marcin Prachnio,0.0,0.0,44.0,55.0,0.54,0.62,72.0,147.0,4.0,0.0,0.66,0.0,2.0,0.0,0.0,0.0,519.0,18.0
754,1,0,Cameron Saaiman,Terrence Mitchell,0.0,0.0,18.0,3.0,0.56,0.42,23.0,6.0,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0,97.0,66.0
755,0,1,Shannon Ross,Jesus Aguilar,0.0,1.0,2.0,2.0,0.66,0.66,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,0,1,Kamuela Kirk,Esteban Ribovics,0.0,0.0,56.0,115.0,0.52,0.56,86.0,135.0,3.0,2.0,0.21,1.0,1.0,0.0,0.0,0.0,380.0,75.0
757,1,0,Sean Strickland,Abus Magomedov,1.0,0.0,81.0,47.0,0.43,0.46,81.0,47.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,10.0,23.0
758,0,1,Damir Ismagulov,Grant Dawson,0.0,0.0,13.0,30.0,0.46,0.52,35.0,84.0,0.0,3.0,0.0,0.6,0.0,1.0,1.0,0.0,8.0,744.0
759,0,1,Max Griffin,Michael Morales,0.0,0.0,36.0,72.0,0.35,0.43,39.0,73.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,130.0,27.0
760,1,0,Ariane da Silva,Melissa Gatto,0.0,0.0,66.0,85.0,0.44,0.45,81.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,177.0
761,0,1,Ismael Bonfim,Benoit Saint Denis,0.0,0.0,14.0,13.0,0.58,0.39,15.0,35.0,0.0,2.0,0.0,0.28,0.0,2.0,0.0,0.0,10.0,177.0
762,0,1,Brunno Ferreira,Nursulton Ruziboev,0.0,0.0,3.0,6.0,0.6,0.66,3.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
763,0,1,Kevin Lee,Rinat Fakhretdinov,0.0,1.0,3.0,11.0,0.37,0.64,3.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.0
764,1,0,Joanderson Brito,Westin Wilson,0.0,0.0,22.0,4.0,0.73,0.5,24.0,14.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,128.0,0.0
765,0,1,Yana Santos,Karol Rosa,0.0,0.0,95.0,66.0,0.6,0.5,151.0,117.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,233.0,41.0
766,0,1,Guram Kutateladze,Elves Brener,0.0,1.0,85.0,65.0,0.52,0.49,99.0,93.0,1.0,2.0,0.33,0.28,0.0,0.0,0.0,0.0,143.0,168.0
767,0,1,Ivana Petrovic,Luana Carolina,0.0,0.0,22.0,41.0,0.35,0.47,77.0,112.0,2.0,1.0,0.33,0.33,2.0,0.0,1.0,0.0,251.0,345.0
768,1,0,Alexandr Romanov,Blagoy Ivanov,0.0,0.0,85.0,44.0,0.55,0.4,104.0,44.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,173.0,0.0
769,0,1,Josh Emmett,Ilia Topuria,0.0,1.0,87.0,152.0,0.28,0.44,89.0,171.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,215.0
770,0,1,Amanda Ribas,Maycee Barber,0.0,0.0,35.0,81.0,0.47,0.65,43.0,93.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,145.0,82.0
771,0,1,Austen Lane,Justin Tafa,0.0,0.0,3.0,0.0,0.6,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,1,0,David Onama,Gabriel Santos,1.0,0.0,53.0,39.0,0.5,0.53,59.0,56.0,0.0,2.0,0.0,0.5,0.0,2.0,1.0,0.0,173.0,91.0
773,1,0,Brendan Allen,Bruno Silva,1.0,0.0,30.0,20.0,0.53,0.52,40.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,149.0,2.0
774,1,0,Neil Magny,Phil Rowe,0.0,0.0,29.0,34.0,0.44,0.53,109.0,51.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,271.0,278.0
775,1,0,Randy Brown,Wellington Turman,0.0,0.0,64.0,55.0,0.47,0.52,78.0,96.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,167.0,185.0
776,1,0,Mateusz Rebecki,Loik Radzhabov,2.0,0.0,54.0,19.0,0.56,0.35,64.0,19.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,117.0,3.0
777,1,0,Tabatha Ricci,Gillian Robertson,0.0,0.0,100.0,76.0,0.31,0.34,101.0,78.0,3.0,1.0,0.37,0.25,0.0,0.0,0.0,0.0,38.0,26.0
778,0,1,Zhalgas Zhumagulov,Joshua Van,0.0,0.0,103.0,120.0,0.35,0.51,104.0,131.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,70.0,1.0
779,0,1,Trevor Peek,Chepe Mariscal,0.0,0.0,51.0,71.0,0.4,0.6,65.0,145.0,0.0,4.0,0.0,0.33,0.0,1.0,1.0,1.0,83.0,329.0
780,0,1,Jamall Emmers,Jack Jenkins,0.0,0.0,57.0,59.0,0.36,0.49,76.0,85.0,1.0,1.0,0.16,1.0,0.0,0.0,2.0,0.0,257.0,15.0
781,0,1,Cody Brundage,Sedriques Dumas,0.0,0.0,3.0,17.0,0.3,0.77,31.0,77.0,2.0,0.0,0.5,0.0,1.0,0.0,1.0,2.0,113.0,668.0
782,0,1,Marvin Vettori,Jared Cannonier,0.0,0.0,153.0,241.0,0.5,0.58,154.0,257.0,1.0,4.0,1.0,0.66,0.0,0.0,0.0,0.0,28.0,187.0
783,1,0,Arman Tsarukyan,Joaquim Silva,0.0,0.0,80.0,23.0,0.69,0.56,134.0,77.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,541.0,0.0
784,1,0,Armen Petrosyan,Christian Leroy Duncan,0.0,0.0,89.0,59.0,0.57,0.48,111.0,73.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,201.0,69.0
785,1,0,Pat Sabatini,Lucas Almeida,0.0,0.0,27.0,2.0,0.77,0.5,88.0,3.0,2.0,0.0,0.66,0.0,1.0,0.0,0.0,0.0,387.0,0.0
786,1,0,Manuel Torres,Nikolas Motta,1.0,0.0,13.0,7.0,0.76,0.5,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
787,1,0,Nicolas Dalby,Muslim Salikhov,0.0,0.0,86.0,57.0,0.61,0.64,104.0,70.0,2.0,2.0,0.4,1.0,0.0,0.0,0.0,0.0,396.0,55.0
788,0,1,Jimmy Flick,Alessandro Costa,0.0,1.0,14.0,65.0,0.37,0.71,14.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0
789,1,0,Kyung Ho Kang,Cristian Quinonez,1.0,0.0,22.0,13.0,0.59,0.44,31.0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0
790,1,0,Carlos Hernandez,Denys Bondar,0.0,0.0,102.0,76.0,0.43,0.44,108.0,82.0,2.0,2.0,0.28,0.4,0.0,0.0,0.0,0.0,40.0,29.0
791,1,0,Tereza Bleda,Gabriella Fernandes,0.0,0.0,57.0,23.0,0.57,0.48,181.0,47.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,651.0,10.0
792,0,1,Dan Argueta,Ronnie Lawrence,0.0,0.0,4.0,1.0,1.0,0.5,12.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,128.0,3.0
793,0,1,Zac Pauga,Modestas Bukauskas,0.0,0.0,67.0,56.0,0.57,0.5,72.0,62.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,137.0,80.0
794,1,0,Amanda Nunes,Irene Aldana,0.0,0.0,142.0,41.0,0.53,0.28,196.0,57.0,6.0,0.0,0.46,0.0,0.0,0.0,0.0,0.0,420.0,10.0
795,1,0,Charles Oliveira,Beneil Dariush,1.0,0.0,26.0,12.0,0.72,0.42,37.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,164.0
796,1,0,Mike Malott,Adam Fugitt,1.0,0.0,19.0,9.0,0.46,0.32,19.0,16.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,86.0,7.0
797,1,0,Dan Ige,Nate Landwehr,1.0,0.0,88.0,74.0,0.47,0.37,88.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,26.0
798,1,0,Marc-Andre Barriault,Eryk Anders,1.0,0.0,95.0,83.0,0.49,0.49,103.0,87.0,0.0,1.0,0.0,0.09,0.0,0.0,0.0,0.0,40.0,198.0
799,0,1,Nassourdine Imavov,Chris Curtis,0.0,0.0,57.0,26.0,0.67,0.42,59.0,34.0,3.0,0.0,0.75,0.0,1.0,0.0,0.0,0.0,142.0,0.0
800,0,1,Miranda Maverick,Jasmine Jasudavicius,0.0,0.0,63.0,67.0,0.49,0.42,68.0,115.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,455.0
801,1,0,Aiemann Zahabi, Aoriqileng,1.0,0.0,5.0,5.0,0.62,1.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
802,1,0,Kyle Nelson,Blake Bilder,0.0,0.0,59.0,45.0,0.46,0.37,83.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,165.0
803,0,1,David Dvorak,Steve Erceg,0.0,0.0,53.0,54.0,0.46,0.38,56.0,56.0,1.0,3.0,0.33,0.75,0.0,1.0,0.0,0.0,117.0,89.0
804,1,0,Diana Belbita,Maria Oliveira,0.0,0.0,106.0,64.0,0.5,0.38,154.0,85.0,1.0,2.0,0.5,0.4,0.0,0.0,0.0,0.0,124.0,246.0
805,0,1,Kai Kara-France,Amir Albazi,0.0,0.0,99.0,43.0,0.34,0.29,133.0,64.0,2.0,1.0,1.0,0.11,0.0,1.0,0.0,0.0,58.0,370.0
806,1,0,Alex Caceres,Daniel Pineda,0.0,0.0,60.0,27.0,0.6,0.48,86.0,43.0,1.0,3.0,0.5,0.27,0.0,1.0,1.0,1.0,266.0,237.0
807,1,0,Jim Miller,Jesse Butler,1.0,0.0,3.0,1.0,0.6,0.14,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,1,0,Tim Elliott,Victor Altamirano,0.0,0.0,28.0,19.0,0.49,0.48,153.0,102.0,6.0,1.0,0.85,1.0,0.0,0.0,0.0,0.0,673.0,64.0
809,1,0,Karine Silva,Ketlen Souza,0.0,0.0,3.0,0.0,0.3,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0
810,0,1,Abubakar Nurmagomedov,Elizeu Zaleski dos Santos,0.0,0.0,29.0,42.0,0.53,0.37,48.0,50.0,1.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,376.0,15.0
811,1,0,Daniel Santos,Johnny Munoz,0.0,0.0,50.0,18.0,0.54,0.46,134.0,64.0,3.0,1.0,0.75,0.12,0.0,1.0,1.0,0.0,647.0,79.0
812,0,1,Andrei Arlovski,Don'Tale Mayes,0.0,1.0,24.0,25.0,0.42,0.28,26.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
813,1,0,John Castaneda,Muin Gafurov,1.0,0.0,40.0,61.0,0.45,0.38,70.0,93.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,256.0,115.0
814,0,1,Jamie Mullarkey,Muhammad Naimov,0.0,1.0,39.0,28.0,0.54,0.4,40.0,30.0,3.0,0.0,0.37,0.0,0.0,0.0,0.0,0.0,148.0,1.0
815,1,0,Elise Reed,Jinh Yu Frey,0.0,0.0,53.0,28.0,0.44,0.3,94.0,42.0,0.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,89.0,249.0
816,1,0,Da'Mon Blackshear,Luan Lacerda,0.0,0.0,66.0,28.0,0.48,0.43,85.0,31.0,1.0,1.0,0.5,0.25,0.0,1.0,1.0,1.0,134.0,26.0
817,1,0,Philipe Lins,Maxim Grishin,0.0,0.0,45.0,41.0,0.42,0.51,50.0,103.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,504.0,36.0
818,1,0,Mackenzie Dern,Angela Hill,1.0,0.0,126.0,66.0,0.6,0.61,247.0,94.0,3.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,792.0,431.0
819,0,1,Edmen Shahbazyan,Anthony Hernandez,0.0,0.0,30.0,63.0,0.58,0.71,33.0,77.0,1.0,6.0,1.0,0.4,1.0,4.0,0.0,0.0,41.0,431.0
820,0,1,Emily Ducote,Loopy Godinez,0.0,0.0,112.0,132.0,0.41,0.53,117.0,133.0,0.0,1.0,0.0,0.33,0.0,0.0,0.0,0.0,11.0,13.0
821,0,1,Andre Fialho,Joaquin Buckley,0.0,1.0,22.0,26.0,0.43,0.29,22.0,27.0,0.0,2.0,0.0,0.66,0.0,0.0,0.0,0.0,7.0,23.0
822,1,0,Diego Ferreira,Michael Johnson,1.0,0.0,30.0,32.0,0.42,0.55,30.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
823,0,1, Maheshate,Viacheslav Borshchev,0.0,3.0,32.0,85.0,0.29,0.57,33.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
824,1,0,Karolina Kowalkiewicz,Vanessa Demopoulos,0.0,0.0,139.0,68.0,0.58,0.3,148.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0
825,0,1,Orion Cosce,Gilbert Urbina,0.0,1.0,16.0,51.0,0.5,0.62,28.0,100.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,186.0
826,0,1,Ilir Latifi,Rodrigo Nascimento,0.0,0.0,49.0,68.0,0.63,0.44,76.0,76.0,2.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,230.0,0.0
827,1,0,Chase Hooper,Nick Fiore,0.0,0.0,149.0,51.0,0.6,0.56,217.0,58.0,1.0,4.0,0.1,0.5,1.0,0.0,1.0,0.0,234.0,287.0
828,1,0,Natalia Silva,Victoria Leonardo,1.0,0.0,20.0,7.0,0.44,0.38,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
829,0,1,Takashi Sato,Themba Gorimbo,0.0,1.0,30.0,33.0,0.63,0.58,56.0,110.0,2.0,3.0,0.33,0.37,0.0,0.0,1.0,2.0,141.0,675.0
830,0,1,Jairzinho Rozenstruik,Jailton Almeida,0.0,0.0,0.0,4.0,0.0,0.57,3.0,14.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,189.0
831,0,1,Anthony Smith,Johnny Walker,0.0,0.0,38.0,92.0,0.41,0.47,41.0,99.0,1.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,82.0,32.0
832,0,1,Daniel Rodriguez,Ian Machado Garry,0.0,1.0,7.0,23.0,0.28,0.5,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
833,1,0,Carlos Ulberg,Ihor Potieria,1.0,0.0,13.0,5.0,0.61,0.55,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
834,0,1,Tim Means,Alex Morono,0.0,0.0,40.0,33.0,0.45,0.35,45.0,42.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,46.0,0.0
835,1,0,Matt Brown,Court McGee,1.0,0.0,11.0,8.0,0.73,0.25,22.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,117.0
836,1,0,Karl Williams,Chase Sherman,0.0,0.0,70.0,54.0,0.42,0.34,85.0,64.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,155.0,12.0
837,0,1,Cody Stamann,Douglas Silva de Andrade,1.0,0.0,54.0,61.0,0.38,0.34,66.0,72.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,119.0,0.0
838,0,1,Ji Yeon Kim,Mandy Bohm,0.0,0.0,10.0,17.0,0.27,0.54,32.0,25.0,0.0,2.0,0.0,0.33,1.0,1.0,1.0,1.0,344.0,245.0
839,1,0,Bryan Battle,Gabe Green,1.0,0.0,3.0,6.0,0.33,0.5,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
840,0,1,Jessica-Rose Clark,Tainara Lisboa,0.0,0.0,26.0,42.0,0.43,0.5,28.0,97.0,1.0,1.0,0.14,0.5,0.0,1.0,0.0,0.0,456.0,129.0
841,1,0,Aljamain Sterling,Henry Cejudo,0.0,0.0,135.0,99.0,0.64,0.56,186.0,143.0,4.0,3.0,0.26,0.37,0.0,0.0,0.0,0.0,240.0,306.0
842,1,0,Belal Muhammad,Gilbert Burns,0.0,0.0,132.0,81.0,0.46,0.55,132.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,0,1,Jessica Andrade,Yan Xiaonan,0.0,1.0,12.0,26.0,0.37,0.72,12.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
844,1,0,Movsar Evloev,Diego Lopes,0.0,0.0,88.0,37.0,0.68,0.53,183.0,48.0,4.0,0.0,0.57,0.0,0.0,4.0,0.0,1.0,510.0,41.0
845,0,1,Kron Gracie,Charles Jourdain,0.0,0.0,32.0,80.0,0.56,0.47,171.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,408.0
846,0,1,Drew Dober,Matt Frevola,0.0,1.0,20.0,35.0,0.33,0.46,20.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
847,1,0,Kennedy Nzechukwu,Devin Clark,0.0,0.0,62.0,36.0,0.76,0.62,79.0,61.0,0.0,1.0,0.0,0.25,1.0,0.0,0.0,0.0,222.0,64.0
848,1,0,Khaos Williams,Rolando Bedoya,0.0,0.0,130.0,149.0,0.45,0.71,131.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0
849,0,1,Marina Rodriguez,Virna Jandiroba,0.0,0.0,33.0,27.0,0.53,0.62,115.0,91.0,0.0,3.0,0.0,0.42,0.0,0.0,0.0,1.0,5.0,722.0
850,0,1,Braxton Smith,Parker Porter,0.0,0.0,14.0,25.0,0.48,0.67,14.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0
851,0,1,Phil Hawes,Ikram Aliskerov,0.0,1.0,17.0,20.0,0.6,0.6,17.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,0,1,Joseph Holmes,Claudio Ribeiro,0.0,1.0,17.0,37.0,0.7,0.58,22.0,60.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,150.0,187.0
853,1,0,Song Yadong,Ricky Simon,2.0,0.0,105.0,60.0,0.46,0.43,110.0,64.0,0.0,2.0,0.0,0.22,0.0,0.0,0.0,0.0,27.0,51.0
854,1,0,Caio Borralho,Michal Oleksiejczuk,0.0,0.0,34.0,30.0,0.61,0.46,52.0,30.0,3.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,159.0,13.0
855,1,0,Rodolfo Vieira,Cody Brundage,0.0,1.0,10.0,20.0,0.66,0.68,30.0,41.0,1.0,0.0,0.14,0.0,2.0,1.0,0.0,0.0,259.0,64.0
856,0,1,Julian Erosa,Fernando Padilla,0.0,1.0,15.0,20.0,0.62,0.68,15.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
857,1,0,Marcos Rogerio de Lima,Waldo Cortes-Acosta,0.0,0.0,59.0,82.0,0.77,0.54,76.0,88.0,3.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,301.0,34.0
858,0,1,Josh Quinlan,Trey Waters,0.0,0.0,50.0,104.0,0.39,0.51,50.0,106.0,1.0,1.0,0.12,0.5,0.0,0.0,0.0,0.0,54.0,27.0
859,1,0,Martin Buday,Jake Collier,0.0,0.0,98.0,94.0,0.55,0.45,145.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,271.0
860,1,0,Cody Durden,Charles Johnson,0.0,0.0,56.0,52.0,0.56,0.51,80.0,60.0,11.0,0.0,0.61,0.0,0.0,1.0,0.0,0.0,573.0,8.0
861,0,1,Stephanie Egger,Irina Alekseeva,0.0,0.0,9.0,18.0,0.37,0.4,9.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
862,0,1,Journey Newson,Marcus McGhee,0.0,1.0,13.0,25.0,0.28,0.47,13.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.0,31.0
863,0,1,Hailey Cowan,Jamey-Lyn Horth,0.0,0.0,63.0,76.0,0.42,0.73,85.0,99.0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,290.0,67.0
864,1,0,Sergei Pavlovich,Curtis Blaydes,1.0,0.0,36.0,14.0,0.42,0.25,36.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
865,0,1,Brad Tavares,Bruno Silva,0.0,1.0,15.0,23.0,0.23,0.45,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
866,0,1,King Green,Jared Gordon,0.0,0.0,23.0,17.0,0.33,0.32,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
867,1,0,Iasmin Lucindo,Brogan Walker,0.0,0.0,53.0,29.0,0.44,0.2,57.0,31.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,46.0,64.0
868,1,0,Jeremiah Wells,Matthew Semelsberger,0.0,2.0,36.0,20.0,0.47,0.54,86.0,39.0,6.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,672.0,89.0
869,0,1,Ricky Glenn,Christos Giagos,0.0,1.0,2.0,9.0,0.18,0.56,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,0,1,Rani Yahya,Montel Jackson,0.0,1.0,7.0,9.0,0.33,0.42,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,77.0
871,0,1,Karol Rosa,Norma Dumont,1.0,0.0,33.0,35.0,0.48,0.4,144.0,63.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,193.0,294.0
872,1,0,Mohammed Usman,Junior Tafa,0.0,0.0,7.0,22.0,0.24,0.36,79.0,37.0,2.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,723.0,0.0
873,0,1,Francis Marshall,William Gomis,0.0,0.0,15.0,27.0,0.11,0.34,35.0,30.0,2.0,0.0,0.4,0.0,2.0,0.0,0.0,0.0,260.0,17.0
874,1,0,Brady Hiestand,Batgerel Danaa,0.0,1.0,45.0,41.0,0.55,0.3,96.0,92.0,3.0,1.0,0.42,1.0,0.0,0.0,0.0,1.0,249.0,60.0
875,1,0,Max Holloway,Arnold Allen,0.0,0.0,147.0,76.0,0.56,0.33,149.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0
876,1,0,Edson Barboza,Billy Quarantillo,1.0,0.0,21.0,19.0,0.63,0.45,21.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0
877,0,1,Dustin Jacoby,Azamat Murzakanov,0.0,1.0,64.0,67.0,0.48,0.52,96.0,70.0,1.0,1.0,0.16,0.2,0.0,0.0,0.0,0.0,186.0,16.0
878,0,1,Tanner Boser,Ion Cutelaba,0.0,0.0,5.0,30.0,0.31,0.75,5.0,30.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0
